subsys4	010B	001B	009B	012B	013A	014B	017B	018B
N-Acetyl-D-glucosamine ABC transport system, permease protein 1	1643	4621	1497	7273	1840	2076	8905	10034
N-Acetyl-D-glucosamine ABC transport system, permease protein 2	17	57	30	2764	44	129	4877	5602
N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein	5	11	6	1087	342	640	1803	979
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	0	6	0	10	6	1	18	9
N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)	774	6202	3187	616	1332	1533	663	181
N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	21	2038	804	957	915	1634	2616	867
N-acetylgalactosamine 6-sulfate sulfatase (GALNS)	0	1	0	0	0	0	1	0
N-acetylgalactosamine-6-phosphate deacetylase (EC 3.5.1.25)	0	0	0	0	1	0	0	2
N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)	1	4	1	8	4	47	4	2
N-acetylglucosamine regulated methyl-accepting chemotaxis protein	1	3	1	19	1	1	1	1
N-acetylglucosamine related transporter, NagX	0	1	0	3	3	29	0	0
N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	5275	21592	5274	4544	4133	5008	7375	3759
N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	753	1445	1313	1040	1530	1669	1327	840
N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	0	1	1	0	0	0	0	0
N-acetylglucosamine-regulated outer membrane porin	0	0	0	0	0	0	1	0
N-acetylglutamate synthase (EC 2.3.1.1)	1	4	0	11	1	1	21	14
N-acetylhexosamine 1-kinase	3	4	1	269	182	630	1099	338
N-acetylmannosamine kinase (EC 2.7.1.60)	900	1973	991	400	22	89	819	133
N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	1313	218	1062	5	2	5	4	3
N-acetylmannosaminyltransferase (EC 2.4.1.187)	1130	2980	991	1455	623	1541	1736	707
N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	2889	4041	1488	43	13	104	35	6
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	445	1134	577	1140	874	1655	2028	1018
N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	207	713	191	6	8	55	17	3
N-acetylneuraminate lyase (EC 4.1.3.3)	3385	12594	2755	141	7	36	185	12
N-acetylneuraminate synthase (EC 2.5.1.56)	0	0	0	0	0	1	3	0
N-acylglucosamine 2-epimerase (EC 5.1.3.8)	0	3	1	63	12	41	140	13
N-carbamoylputrescine amidase (3.5.1.53)	2	1	1	241	204	522	849	337
N-carbamoylsarcosine amidase (EC 3.5.1.59)	0	10	0	0	0	0	0	0
N-methylhydantoinase (ATP-hydrolyzing) (EC 3.5.2.14)	0	0	0	1	0	1	1	0
N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	0	0	0	0	0	0	0	0
N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	0	0	0	0	0	0	0	0
Na(+) H(+) antiporter subunit A (TC 2.A.63.1.3)	0	0	0	0	0	0	0	0
Na(+) H(+) antiporter subunit C (TC 2.A.63.1.3)	1	1	3	1	1	1	1	1
Na(+) H(+) antiporter subunit D	0	0	0	1	0	0	0	0
Na(+) H(+) antiporter subunit D (TC 2.A.63.1.3)	0	0	0	0	0	0	0	0
Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	1	6	2	760	1106	1947	2920	1293
Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	3	14	1	602	922	1439	3462	1377
Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.-)	2	5	5	479	498	1007	2595	1365
Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	3	11	4	594	1205	1806	2929	1541
Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	6	9	5	598	1001	1189	3292	1482
Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	5	14	9	694	966	1652	3271	1607
Na+/H+ antiporter NhaA type	65	102	42	726	294	441	1780	1106
Na+/H+ antiporter NhaB	0	0	0	0	0	0	0	1
Na+/H+ antiporter NhaD type	3	3	1	260	365	597	976	477
Na+/H+-dicarboxylate symporters	0	0	0	0	1	0	0	0
NAD kinase (EC 2.7.1.23)	494	1326	683	2310	1702	2734	2538	1302
NAD synthetase (EC 6.3.1.5)	1715	5892	2820	1259	1218	1231	1051	180
NAD-dependent epimerase/dehydratase	2	1	2	2	5	2	1	1
NAD-dependent formate dehydrogenase alpha subunit	0	0	0	5	16	10	35	8
NAD-dependent formate dehydrogenase gamma subunit	0	0	0	1	0	2	0	1
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	69524	229445	79044	66568	59877	82500	142116	63266
NAD-dependent malic enzyme (EC 1.1.1.38)	118	8	2	315	85	163	432	308
NAD-dependent protein deacetylase of SIR2 family	1411	3380	1227	581	194	1220	792	620
NAD-reducing hydrogenase subunit HoxE (EC 1.12.1.2)	0	0	0	0	0	0	2	0
NAD-reducing hydrogenase subunit HoxF (EC 1.12.1.2)	0	0	0	5	1	4	9	1
NAD-reducing hydrogenase subunit HoxH (EC 1.12.1.2)	0	0	0	0	0	0	0	0
NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	669	191	32	17750	10827	15086	63561	24268
NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	1	1	1	2	1	1	3	1
NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	1	1	1	1	1	44	2	1
NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	0	0	0	0	0	0	1	0
NAD(P)H oxidoreductase YRKL (EC 1.6.99.-)	1	1	1	9	6	21	50	18
NAD(P)H-flavin reductase (EC 1.5.1.29) (EC 1.16.1.3)	0	0	0	1	0	0	0	0
NADH dehydrogenase (EC 1.6.99.3)	1436	3429	955	1345	1070	1897	7869	2423
NADH dehydrogenase (EC 1.6.99.3) in cluster with putative pheromone precursor	0	0	0	0	0	0	0	0
NADH oxidoreductase hcr (EC 1.-.-.-)	0	0	1	0	0	0	0	0
NADH peroxidase (EC 1.11.1.1)	63	132	240	10777	9444	12272	25536	18983
NADH peroxidase Npx (EC 1.11.1.1)	15144	46653	4900	11	12	11	14	8
NADH pyrophosphatase (EC 3.6.1.22)	2	2	2	81	137	329	369	197
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	15	60	15	1332	2668	3770	12682	6707
NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	4	15	6	1027	346	903	1169	753
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	12	18	4	1090	2434	2999	9197	5581
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	0	0	0	2	0	0	0	0
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	105	519	151	807	1748	2917	6370	3496
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	1	1	1	1	1	1	1	1
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	1	0	0	3	0	0	0	0
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	8	15	3	971	1616	3038	7532	4215
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	4	13	4	461	753	1428	3700	1854
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	8	15	7	616	936	2020	5555	2625
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	11	20	5	679	1334	1498	4281	2489
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	5	12	5	504	789	1361	5163	2148
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	3	11	5	298	692	755	3764	1271
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	6	9	2	397	492	802	3655	1204
NADP-dependent malic enzyme (EC 1.1.1.40)	420	7	4	824	567	1395	3740	2317
NADP-reducing hydrogenase, subunit C	0	0	0	0	0	1	1	0
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	4	4	5	2621	56	53	85	74
NADPH dependent preQ0 reductase	7	12	6	1327	475	713	1446	750
NADPH-dependent butanol dehydrogenase (EC 1.1.1.-)	0	0	0	0	0	0	0	0
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	562	1	0	0	1	0	6	0
NadR transcriptional regulator	0	0	0	0	0	1	1	1
Naphthoate synthase (EC 4.1.3.36)	75	10	7	448	433	1149	1759	817
Negative regulator of allantoin and glyoxylate utilization operons	0	1	1	0	0	0	0	0
Negative regulator of flagellin synthesis	15	0	31	13	45	32	22	13
Negative regulator of genetic competence MecA	5346	13292	4656	1	3	4	5	1
Negative transcriptional regulator-copper transport operon	1745	5137	1565	610	1277	12	267	200
Neopullulanase (EC 3.2.1.135)	2351	8077	4052	7971	4898	5029	12102	9930
NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	1	1	1	33	6	1	168	3
Ni,Fe-hydrogenase I cytochrome b subunit	1	1	1	1	2	2	1	1
Ni/Fe-hydrogenase 2 B-type cytochrome subunit	0	1	0	0	0	0	0	0
Niacin transporter NiaP	5	8	5	2147	283	705	595	378
Nickel ABC transporter, periplasmic nickel-binding protein NikA (TC 3.A.1.5.3)	1	0	1	3	3	7	5	4
Nickel transport ATP-binding protein NikD (TC 3.A.1.5.3)	1	1	0	0	0	1	2	0
Nickel transport ATP-binding protein NikE (TC 3.A.1.5.3)	0	1	0	0	1	1	2	0
Nickel transport system permease protein NikB (TC 3.A.1.5.3)	0	0	0	0	0	11	0	0
Nickel transport system permease protein NikC (TC 3.A.1.5.3)	1	1	1	1	2	1	5	1
Nicotinamidase (EC 3.5.1.19)	380	752	660	2111	2719	4461	3576	1832
Nicotinamidase family protein YcaC	0	0	0	0	0	0	0	1
Nicotinamidase/isochorismatase family protein	0	0	1	0	0	0	0	0
Nicotinamide phosphoribosyltransferase (EC 2.4.2.12)	2	1	0	151	225	280	236	30
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	1698	5181	2709	3368	1887	3343	4028	2414
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	1418	3453	2384	2711	2162	3227	2409	1145
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	10	23	10	1206	221	1083	820	587
Nitrate/nitrite response regulator protein	4	4	2	128	4	14	212	27
Nitrate/nitrite sensor protein (EC 2.7.3.-)	1	1	0	1	0	0	0	1
Nitrate/nitrite transporter	2	3	1	1	1	4	1	2
Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-)	0	0	0	0	0	0	0	0
Nitric oxide-dependent regulator DnrN or NorA	4	9	4	454	630	826	1772	1024
Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	4	0	0	1	1	2	0	0
Nitrilase 1 (EC 3.5.5.1)	0	0	0	5	8	0	0	6
Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	1	1	1	13	5	10	29	11
Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	0	1	0	0	0	0	0	1
Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	0	0	0	0	0	0	3	0
Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	0	2	0	3	0	2	1	3
Nitrite transporter NirC	0	0	0	0	0	0	0	0
Nitrite-sensitive transcriptional repressor NsrR	0	2	0	0	0	0	0	0
Nitrogen regulation protein NR(I)	0	2	8	248	524	241	226	39
Nitrogen regulation protein NR(II) (EC 2.7.3.-)	0	0	1	1	0	0	1	0
Nitrogen regulatory protein P-II	3	4	3	3	8	3	3	3
Nitrogenase-associated protein NifO	0	5	1	0	171	271	430	285
Nitrous oxide reductase maturation protein NosF (ATPase)	168	588	640	0	0	0	0	0
Nitrous oxide reductase maturation transmembrane protein NosY	0	2	7	183	196	475	171	27
NLP/P60 family protein	624	1484	1259	3339	4962	10574	6615	578
NMN 5'-nucleotidase, extracellular (EC 3.1.3.5)	874	2	5	977	1651	1653	3405	1868
NMN phosphatase (EC 3.1.3.5)	1	1	2	292	1556	667	1753	241
Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP) (EC 1.2.1.9)	1	1	0	63	81	102	120	9
Non-specific DNA-binding protein Dps	8653	20984	5010	34245	19386	45632	69063	44650
Nondeblocking aminopeptidase YpdE (X-X-[^PR]- specific)	0	1	0	8	8	28	21	0
Novel D-mannonate dehydrogenase (EC 1.1.1.57)	2	5	1	2	1	15	12	3
Novel Xylose regulator from LacI family	1	0	0	0	73	399	1	0
NPQTN specific sortase B	1	2	1	4	1	7	5	10
NrfC protein	0	1	0	8	4	20	48	2
NTD biosynthesis operon regulator NtdR	0	0	0	0	0	0	0	0
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	882	3375	1545	1979	1784	2249	3395	1633
Nucleoside diphosphate kinase (EC 2.7.4.6)	1328	3496	8	230	147	305	419	174
Nucleoside permease NupC	1	1	1	1	0	0	1	2
Nucleoside triphosphate pyrophosphohydrolase MazG	227	272	101	9892	5371	14845	18356	8895
Nucleoside-specific channel-forming protein Tsx precursor	0	0	0	0	0	0	0	0
Nucleotidase YfbR, HD superfamily	1988	4675	1951	1549	1562	2943	1594	495
Nucleotide excision repair protein, with UvrB/UvrC motif	14	25	9	790	240	597	818	770
Nucleotide pyrophosphatase (EC 3.6.1.9)	1	1	1	331	70	189	804	614
Nudix dNTPase DR0784 (EC 3.6.1.-)	1	1	1	1	1	1	1	1
Nudix dNTPase DR1776 (EC 3.6.1.-)	4	11	7	960	817	2847	1609	788
Nudix dNTPase DR2356 (EC 3.6.1.-)	6	2	9	409	669	2568	377	71
Nudix hydrolase family protein PA3470	6	4	5	4	1822	3607	15	6
Nudix-like NDP and NTP phosphohydrolase YmfB	0	0	0	0	2	2	0	4
Nudix-related transcriptional regulator NrtR	1	1	2	1	1	1	1	1
O-antigen flippase Wzx	0	0	0	0	2	0	1	2
O-antigen ligase	0	2	0	0	0	0	0	0
O-succinylbenzoate-CoA synthase (EC 4.2.1.-)	2	5	3	218	365	947	1243	604
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	4	5	6	155	230	321	672	217
O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	73	272	107	294	386	3518	849	268
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	0	0	0	0	0	0	0	0
Octaprenyl-diphosphate synthase (EC 2.5.1.-)	7158	17153	9413	2513	1129	2763	6073	3018
Oligo-1,6-glucosidase (EC 3.2.1.10)	1534	5424	2313	2171	4447	5887	2657	686
Oligopeptidase A (EC 3.4.24.70)	0	0	0	0	0	0	0	0
Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	7439	23893	13291	22316	31232	83735	37468	22093
Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	4273	13383	6399	7337	11693	18209	5161	1778
Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	4507	14029	7301	4968	8664	19166	6818	2181
Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	3310	8141	4089	9654	14701	24220	9155	5860
Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	1529	4535	2590	4959	5768	9609	7014	3842
Oligosaccharide repeat unit polymerase Wzy	0	0	0	0	0	0	0	0
Optional hypothetical component of the B12 transporter BtuN	0	1	0	0	0	0	0	0
ORF-66	0	0	0	0	0	0	0	0
Organic hydroperoxide resistance protein	0	0	0	0	0	0	0	0
Organic hydroperoxide resistance transcriptional regulator	360	879	526	1937	1142	2719	4715	2276
Organomercurial lyase (EC 4.99.1.2)	1	3	1	1	172	477	925	211
Ornithine carbamoyltransferase (EC 2.1.3.3)	1269	9575	855	1764	920	911	1758	200
Ornithine cyclodeaminase (EC 4.3.1.12)	1	1	1	2	3	2	3	1
Ornithine decarboxylase (EC 4.1.1.17)	1396	2799	1849	2649	861	2038	8166	3819
Ornithine racemase (EC 5.1.1.12)	0	0	0	4	6	3	22	5
Orotate phosphoribosyltransferase (EC 2.4.2.10)	536	1646	1418	6796	2696	13155	11166	7575
Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	1379	3432	2105	4386	1951	5717	7154	4578
Osmolarity sensory histidine kinase EnvZ	0	1	0	0	0	1	0	1
Osmoprotectant ABC transporter ATP-binding subunit YehX	0	0	0	0	0	0	0	0
Osmoprotectant ABC transporter binding protein YehZ	0	0	0	0	0	0	0	0
Osmoprotectant ABC transporter inner membrane protein YehW	0	0	0	0	0	0	0	0
Osmoprotectant ABC transporter permease protein YehY	0	0	0	0	0	0	0	0
Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	10	21	27	1671	412	1355	2559	1290
Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA	0	0	0	0	0	2	2	0
Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB	1	1	0	1	1	1	3	1
Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD	1	1	0	1	1	1	1	1
Osmotically activated L-carnitine/choline ABC transporter, substrate-binding protein OpuCC	0	0	1	1	1	0	0	0
Osmotically inducible protein OsmY	0	0	0	0	0	0	0	0
Outer membrane lipoprotein LolB precursor	0	0	0	0	0	1	0	0
Outer membrane lipoprotein omp16 precursor	1	7	0	35	5	42	63	9
Outer membrane lipoprotein YidQ	1	1	0	1	4	1	1	1
Outer membrane porin protein NmpC precursor	0	0	0	0	0	0	0	0
Outer membrane protein A precursor	63	146	52	11283	12070	11689	22508	6107
Outer membrane protein assembly factor YaeT precursor	3	5	2	732	781	1340	3077	1561
Outer membrane protein C precursor	0	1	0	1	0	1	1	0
Outer membrane protein G precursor	0	0	0	0	0	0	0	0
Outer membrane protein H precursor	61	146	53	13394	14996	43558	54520	27360
Outer membrane protein Imp, required for envelope biogenesis	0	0	0	0	0	0	0	0
Outer membrane protein N precursor	0	0	0	0	0	0	0	0
Outer membrane protein NlpB, lipoprotein component of the protein assembly complex (forms a complex with YaeT, YfiO, and YfgL)	0	0	0	0	0	0	2	0
Outer membrane protein SusE	0	1	0	24	39	0	52	4
Outer membrane protein SusF	0	6	0	32	29	1	89	3
Outer membrane protein W precursor	0	1	0	0	0	0	0	0
Outer membrane protein X precursor	0	2	0	0	0	0	0	0
Outer membrane protein YfgL, lipoprotein component of the protein assembly complex (forms a complex with YaeT, YfiO, and NlpB)	0	0	0	0	0	1	0	0
Outer membrane protein/protective antigen OMA87	2	5	1	235	351	374	394	63
Outer membrane receptor proteins, mostly Fe transport	6	15	6	1088	826	1031	9696	2457
Outer membrane stress sensor protease DegQ, serine protease	1	1	1	5	1	2	2	0
Outer membrane stress sensor protease DegS	41	92	33	7777	1833	7824	22308	9945
Outer membrane usher protein HtrE	0	0	0	0	0	0	0	0
Outer membrane vitamin B12 receptor BtuB	11	31	6	381	1021	7316	3612	1616
Outer surface protein of unknown function, cellobiose operon	990	3146	1370	5	8	6	7	5
Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3)	0	0	0	0	0	0	0	0
Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)	0	0	0	2	6	5	15	3
Oxidoreductase ion channel	0	0	18	1	1	1	0	2
Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)	1	1	1	290	5	152	239	142
Pantoate--beta-alanine ligase (EC 6.3.2.1)	3	20	6	1045	1116	2702	4089	2076
Pantothenate kinase (EC 2.7.1.33)	822	2354	1140	2267	2303	2047	1561	426
Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)	2	4	1	168	224	432	708	375
Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	5	11	7	808	289	743	2190	1110
Pantothenate:Na+ symporter (TC 2.A.21.1.1)	0	0	0	2	0	0	0	2
Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	2	1	1	2	11	2	10	8
Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	3	7	5	13	108	165	328	113
Paraquat-inducible protein A	0	1	0	0	0	0	0	0
Paraquat-inducible protein B	0	0	0	0	0	0	3	1
Paratox	1	1	1	1	1	1	1	1
ParE toxin protein	0	0	0	0	0	0	0	0
Pectin degradation protein KdgF	1	4	1	1	1	1	1	1
Pectinesterase (EC 3.1.1.11)	1	65	11	2	1	2	3	3
Penicillin-binding protein 1A/1B (PBP1)	405	1469	820	4	2	3	10	4
Penicillin-binding protein 2 (PBP-2)	1	7	4	194	340	738	1705	623
Penicillin-binding protein AmpH	0	0	0	0	0	0	1	0
Penicillin-insensitive transglycosylase (EC 2.4.2.-) & transpeptidase PBP-1C	0	0	0	0	0	0	0	0
Peptidase B (EC 3.4.11.23)	0	0	0	1	0	1	0	0
Peptidase M48, Ste24p precursor	14	24	12	3140	1203	2081	4522	2975
Peptide chain release factor 1	1886	5125	2094	3807	3189	4304	5909	2969
Peptide chain release factor 2	798	1687	1543	4393	3642	7193	9665	4574
Peptide chain release factor 3	1435	3096	2100	1574	2357	2609	4021	1230
Peptide chain release factor homolog	0	0	0	0	0	0	0	1
Peptide deformylase (EC 3.5.1.88)	1207	3474	1491	7704	4876	9973	18984	9271
Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	779	673	1608	10	12	19	75	19
Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)	771	3554	441	456	435	689	1850	848
Peptide transport periplasmic protein sapA (TC 3.A.1.5.5)	0	0	0	0	0	0	0	0
Peptide transport system ATP-binding protein SapD (TC 3.A.1.5.5)	0	1	0	0	0	0	1	1
Peptide transport system ATP-binding protein sapF (TC 3.A.1.5.5)	0	0	0	0	0	0	0	0
Peptide transport system permease protein sapB (TC 3.A.1.5.5)	272	997	203	128	4	8	44	25
Peptide transport system permease protein sapC (TC 3.A.1.5.5)	0	0	0	0	0	2	1	0
Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	6	9	4	693	194	297	693	272
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	99	100	48	1722	3557	5804	8807	5741
Peptidyl-prolyl cis-trans isomerase ppiA precursor (EC 5.2.1.8)	0	0	2	789	0	0	2	0
Peptidyl-prolyl cis-trans isomerase ppiB (EC 5.2.1.8)	0	2	4	0	0	0	0	0
Peptidyl-prolyl cis-trans isomerase ppiD (EC 5.2.1.8)	2	13	2	41	3	9	60	47
Peptidyl-tRNA hydrolase (EC 3.1.1.29)	1497	2907	1483	2188	2214	4011	7787	4303
Peptidyl-tRNA hydrolase, archaeal type (EC 3.1.1.29)	0	0	0	0	0	0	0	0
Periplasmic [Fe] hydrogenase (EC 1.12.7.2)	2	6	0	5	1	1	6	10
Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2)	4	10	1	1222	457	1151	3301	1552
Periplasmic alpha-amylase (EC 3.2.1.1)	0	0	0	0	0	1	0	0
Periplasmic beta-glucosidase (EC 3.2.1.21)	0	0	0	1	9	0	11	1
periplasmic fructose-binding protein component of signal transduction system LevQ	0	52	1	1	1	0	0	0
periplasmic fructose-binding protein component of signal transduction system LevT	0	58	0	0	0	0	0	0
Periplasmic hemin-binding protein	1	2	1	1	1	2	1	1
Periplasmic mercury(+2) binding protein	0	0	0	0	0	0	0	0
Periplasmic Murein Peptide-Binding Protein MppA	0	1	0	0	0	0	0	0
Periplasmic nitrate reductase component NapD	0	0	0	0	0	0	0	0
Periplasmic nitrate reductase precursor (EC 1.7.99.4)	0	0	0	0	0	0	0	0
Periplasmic protein p19 involved in high-affinity Fe2+ transport	5	1	1	758	218	754	1143	705
Periplasmic protein torT precursor	0	1	0	1	0	1	1	0
Periplasmic protein YqjC	0	0	0	0	0	0	0	0
Periplasmic thiol:disulfide interchange protein DsbA	0	0	0	0	0	2	0	0
Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation	0	0	2	0	0	0	2	0
Permease of the drug/metabolite transporter (DMT) superfamily	420	1060	615	1265	1113	1664	2152	1164
Permease Ygh-P1, YjgP/YjgQ family	0	2	0	1	0	0	0	0
Permease Ygh-P2, YjgP/YjgQ family	0	1	0	2	0	0	4	0
Peroxidase (EC 1.11.1.7)	0	0	0	0	1	0	0	0
Peroxide stress regulator	3	11	5	117	16	324	262	522
Peroxide stress regulator PerR, FUR family	286	326	12	837	1001	1971	5419	5502
PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	1	1	4	5	2	3	2	2
Phage baseplate wedge	137	1	1	1	1	1	1	1
Phage capsid and scaffold	57248	125460	49191	55227	51609	72877	74084	52978
Phage capsid assembly	25014	55753	21750	24407	21254	31439	32923	23519
Phage capsid protein	58	572	83	2	1	7	0	3
Phage capsid scaffolding protein	1	1	33	1	1	1	17	16
Phage collar	4082	0	2	1	4	0	6	2
Phage endonuclease	0	0	0	0	0	0	11	0
Phage endopeptidase	0	0	0	0	0	86	0	28
Phage exonuclease	0	0	0	0	0	0	0	0
Phage integrase	1988	4456	1522	5	1373	3	4	4
Phage lysin	0	0	0	0	0	1	0	0
Phage lysin, N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	1	1	1	1	1	1	18	3
